rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000003	0.1715687152070627	-1.0260454103796541	3.8055034249260355	-0.2696214654962757	0.78745148465844	NA
FBgn0000008	95.14407899631335	-0.002151423692600264	0.2238838047530007	-0.009609554808905527	0.9923328025846635	0.9969271011703535
FBgn0000014	1.0565721934616605	0.4967355685047384	2.1602642586367233	0.22994203904397	0.8181368089926719	NA
FBgn0000015	0.8467232749877087	1.8827617024920058	2.1064322343735546	0.8938154628325522	0.37142063450411344	NA
FBgn0000017	4352.592898793501	0.24002523000310358	0.12602432153273516	1.9045945027425233	0.0568328017331935	0.282361133814814
FBgn0000018	418.61493050512235	0.10479911223675592	0.14828028995942283	0.7067636046937485	0.47971339557026876	0.8239072619338313
FBgn0000022	0.0796749105101128	0.719763685204582	3.81458895662518	0.18868708880271257	0.8503380714592127	NA
FBgn0000024	6.406289194769609	-0.2108070842575302	0.6903485363649838	-0.3053632667457088	0.7600894954145605	NA
FBgn0000028	0.4389000240850166	-1.414214710807895	2.7795237328844484	-0.5087974943607677	0.6108941758932793	NA
FBgn0000032	989.730032286706	0.09190504851889265	0.1476974337669723	0.6222521690112411	0.5337760670967652	0.8497739492055043
FBgn0000036	0.5895963327298718	0.06544922104934187	2.3047708286645316	0.028397279345671662	0.9773452940953395	NA
FBgn0000037	14.094813865357805	-0.4630680601825513	0.49140258268298825	-0.9423394921008871	0.3460188551697513	0.7409094241260201
FBgn0000038	0	NA	NA	NA	NA	NA
FBgn0000039	0.4389000240850166	-1.414214710807895	2.7795237328844484	-0.5087974943607677	0.6108941758932793	NA
FBgn0000042	82207.7246355838	-0.3145248483554139	0.14054152786520654	-2.237949545112921	0.02522434557109524	0.16453152679328031
FBgn0000043	31162.080098154784	-0.6195787321549473	0.12331757409995968	-5.024253328667693	5.053949065954563e-7	1.7239351670467143e-5
FBgn0000044	27.014216282908837	-0.4149728101639303	0.41472094744622917	-1.0006073064774086	0.3170166963301439	0.71931252688656
FBgn0000045	6.497687868246463	-0.1526619352024686	0.713899930022858	-0.2138422050238618	0.8306701112803756	NA
FBgn0000046	23.68656558719292	-0.6042385476727422	0.4610370572556466	-1.3106073322381326	0.1899904607508453	0.5690142514678969
FBgn0000047	9.274467683761415	-0.6820669565041194	0.6581410003189531	-1.0363538454124135	0.3000370943301926	0.7028426777814935
FBgn0000052	2342.8783806335223	0.13549599915008737	0.1366967005297672	0.9912163104520699	0.32157996788636706	0.721371475295331
FBgn0000053	2100.2787686818574	-0.2960601245590668	0.13725734066820247	-2.1569711544590136	0.031007912061218786	0.18934618641637854
FBgn0000054	654.2882094975339	0.11992069861322906	0.11849631426537412	1.0120204949553537	0.3115282541823903	0.7131271354735234
FBgn0000055	0.08734367694653804	-0.9002942265914777	3.8101648829646195	-0.23628747160437197	0.8132096079424729	NA
FBgn0000056	0	NA	NA	NA	NA	NA
FBgn0000057	682.6483178822937	0.023549850792119607	0.1215813409078521	0.19369625812869024	0.8464137219387375	0.9631572964640789
FBgn0000061	1.5783526543290607	-0.31010642690975343	1.4800572785058062	-0.20952326062868445	0.8340397789822003	NA
FBgn0000063	404.7717749590633	-0.20559273960295846	0.12991634485034687	-1.5825009535157772	0.11353525481381141	0.43032791422458827
FBgn0000064	7917.160806569243	-0.2995442536648895	0.10345668245305858	-2.89535916445805	0.0037872493072024626	0.03923346059665024
FBgn0000071	342.23840719509997	-2.679583650805406	0.18261175474309194	-14.673664653051436	9.506873497532795e-49	8.791745346662829e-46
FBgn0000075	2.0524421521126954	0.41431661828679206	1.2041594694015	0.3440712204777318	0.7307927257563833	NA
FBgn0000077	224.19908328608614	0.05596505887616539	0.15672895561608075	0.35708180824771124	0.7210305628542104	0.9271231620882444
FBgn0000078	29.015781714027423	1.0202600303677538	0.3972636290259882	2.568219076257319	0.010222252983643583	0.08611316961828495
